Rank,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Age,Pos,B,Team,League
,<a href=https://npb.jp/bis/eng/players/61265159.html>Tsujimoto Rintaro</a>,13,20,18,0,3,0,0,0,3,0,0,0,1,0,0,1,1,0,1,0.167,0.211,0.167,0.378,19,0.000,0.167,5.0%,0.0%,5.0%,1.00,22,4,R,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/91395139.html>Uebayashi Seiji</a>,46,102,94,6,18,1,1,1,24,3,0,0,1,0,22,7,1,0,0,0.191,0.248,0.255,0.503,60,0.064,0.239,29.4%,21.6%,6.9%,0.32,28,9,L,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/71375155.html>Ukai Kosuke</a>,12,27,27,1,5,2,0,0,7,3,0,0,0,0,10,0,0,0,1,0.185,0.185,0.259,0.444,39,0.074,0.294,37.0%,37.0%,0.0%,0.00,25,7,R,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/81185138.html>Umetsu Kodai</a>,14,19,18,1,2,0,0,0,2,0,0,0,1,0,9,0,0,0,0,0.111,0.111,0.111,0.222,-33,0.000,0.222,47.4%,47.4%,0.0%,0.00,27,1,R,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/61365132.html>Usami Shingo</a>,61,164,152,7,46,8,0,3,63,17,0,0,1,2,38,9,0,0,5,0.303,0.337,0.414,0.751,141,0.111,0.381,30.5%,23.2%,5.5%,0.24,31,2,L,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/13715132.html>Viciedo Dayan</a>,15,46,43,2,9,1,0,1,13,2,0,0,0,0,3,2,1,1,3,0.209,0.261,0.302,0.563,80,0.093,0.205,13.0%,6.5%,4.3%,0.67,35,3,R,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/31635110.html>Wakui Hideaki</a>,16,24,22,1,1,1,0,0,2,0,0,0,1,0,9,1,0,0,1,0.045,0.087,0.091,0.178,-48,0.046,0.077,41.7%,37.5%,4.2%,0.11,38,1,R,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/93195132.html>Yamamoto Yasuhiro</a>,79,179,156,14,39,3,0,1,45,9,1,1,6,2,33,15,0,0,1,0.250,0.312,0.288,0.600,94,0.038,0.306,27.4%,18.4%,8.4%,0.45,30,UTL,R,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/63165134.html>Yanagi Yuya</a>,13,24,20,1,4,2,0,0,6,0,0,0,3,0,8,1,0,0,0,0.200,0.238,0.300,0.538,71,0.100,0.333,37.5%,33.3%,4.2%,0.12,30,1,R,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/31135135.html>Adachi Ryoichi</a>,24,44,37,4,8,1,0,0,9,2,0,0,3,0,8,3,0,1,0,0.216,0.293,0.243,0.536,68,0.027,0.276,25.0%,18.2%,6.8%,0.38,36,4,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/71175136.html>Azuma Kohei</a>,10,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,24,1,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/13915157.html>Cedeno Leandro</a>,98,334,304,29,79,9,0,15,133,37,0,2,0,2,97,23,5,5,15,0.260,0.320,0.438,0.758,136,0.178,0.330,40.4%,29.0%,6.9%,0.24,25,DH,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/61065157.html>Chano Tokumasa</a>,16,57,52,6,14,2,1,0,18,6,5,0,1,1,13,3,0,0,0,0.269,0.304,0.346,0.650,103,0.077,0.350,28.1%,22.8%,5.3%,0.23,24,9,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/43545159.html>Espinoza Anderson</a>,22,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,75.0%,75.0%,0.0%,0.00,26,1,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/01605136.html>Fukuda Shuhei</a>,69,261,228,25,53,6,1,1,64,13,7,3,6,0,26,25,1,2,1,0.232,0.314,0.281,0.595,87,0.049,0.259,19.9%,10.0%,9.6%,0.96,31,8,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/11815155.html>Fukunaga Sho</a>,11,23,22,1,4,0,0,0,4,0,0,0,0,0,6,1,0,0,1,0.182,0.217,0.182,0.399,24,0.000,0.250,30.4%,26.1%,4.3%,0.17,24,2,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/21925153.html>Gen Kendai</a>,5,8,8,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.125,0.125,0.125,0.250,-22,0.000,0.200,37.5%,37.5%,0.0%,0.00,22,9,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/51755138.html>Gibo Sho</a>,22,14,12,2,3,0,0,0,3,0,1,0,0,0,3,2,0,0,0,0.250,0.357,0.250,0.607,92,0.000,0.333,35.7%,21.4%,14.3%,0.67,23,4,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/83085157.html>Gonzalez Marwin</a>,23,65,61,3,8,0,0,1,11,2,0,0,0,0,13,4,1,0,0,0.131,0.185,0.180,0.365,13,0.049,0.149,27.7%,20.0%,6.2%,0.31,35,4,S,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/21625132.html>Hirooka Taishi</a>,61,119,108,11,21,6,0,0,27,5,2,0,0,1,31,10,0,0,2,0.194,0.261,0.250,0.511,60,0.056,0.269,34.5%,26.1%,8.4%,0.32,27,8,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/41145155.html>Ikeda Ryoma</a>,8,23,23,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,1,0.174,0.174,0.174,0.348,8,0.000,0.211,17.4%,17.4%,0.0%,0.00,20,9,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/81185139.html>Ishikawa Ryo</a>,13,8,7,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0.143,0.250,0.286,0.536,67,0.143,0.200,37.5%,25.0%,12.5%,0.50,28,2,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/51955153.html>Kita Ryoto</a>,54,189,170,14,36,7,2,2,53,11,4,4,7,0,49,10,0,2,4,0.212,0.264,0.312,0.576,80,0.100,0.286,32.3%,25.9%,5.3%,0.20,21,9,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/91995151.html>Kurebayashi Kotaro</a>,136,523,465,32,115,25,0,2,146,38,0,4,8,8,74,37,0,5,12,0.247,0.305,0.314,0.619,94,0.067,0.285,21.6%,14.1%,7.1%,0.50,22,6,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/91495139.html>Mori Tomoya</a>,117,457,395,46,111,24,1,9,164,46,6,1,0,5,61,50,2,7,4,0.281,0.368,0.415,0.783,145,0.134,0.309,26.3%,13.3%,10.9%,0.82,28,DH,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/11815130.html>Mune Yuma</a>,97,322,289,15,68,12,2,1,87,22,3,2,11,2,31,14,1,6,8,0.235,0.283,0.301,0.584,83,0.066,0.259,14.3%,9.6%,4.3%,0.45,28,5,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/91295157.html>Naito Ho</a>,7,21,20,0,2,1,0,0,3,0,0,0,0,0,9,0,0,1,0,0.100,0.143,0.150,0.293,-9,0.050,0.182,42.9%,42.9%,0.0%,0.00,19,DH,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/51255138.html>Nakagawa Keita</a>,60,233,216,24,50,12,0,2,68,16,3,1,2,2,24,13,0,0,3,0.231,0.273,0.315,0.588,84,0.084,0.250,16.7%,10.3%,5.6%,0.54,28,8,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/71475132.html>Nishikawa Ryoma</a>,138,553,519,42,134,25,0,7,180,46,11,1,2,4,97,27,1,1,11,0.258,0.294,0.347,0.641,100,0.089,0.303,23.7%,17.5%,4.9%,0.28,29,7,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/91495130.html>Nishino Masahiro</a>,89,312,280,27,84,6,3,1,99,13,3,1,8,1,26,22,0,1,3,0.300,0.352,0.354,0.706,121,0.054,0.327,15.7%,8.3%,7.1%,0.85,33,4,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/81485155.html>Noguchi Tomoya</a>,12,30,27,4,3,1,0,1,7,1,0,1,0,0,10,1,0,2,0,0.111,0.200,0.259,0.459,42,0.148,0.125,40.0%,33.3%,3.3%,0.10,24,UTL,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/31535130.html>Oda Yuya</a>,20,15,14,3,3,1,1,0,6,0,0,0,0,0,5,1,0,0,1,0.214,0.267,0.429,0.696,115,0.215,0.333,40.0%,33.3%,6.7%,0.20,34,8,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/01305155.html>Ohsato Kosei</a>,51,176,153,11,36,4,2,2,50,8,5,2,8,0,26,14,0,1,1,0.235,0.304,0.327,0.631,97,0.092,0.272,23.9%,14.8%,8.0%,0.54,24,4,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/11515132.html>Ohshiro Koji</a>,7,18,13,3,4,1,0,0,5,2,0,0,3,0,1,0,0,2,0,0.308,0.400,0.385,0.785,147,0.077,0.333,5.6%,5.6%,0.0%,0.00,31,4,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/91395138.html>Ohta Ryo</a>,91,369,333,39,96,16,3,6,136,40,4,3,4,4,66,27,0,1,10,0.288,0.340,0.408,0.748,134,0.120,0.340,26.8%,17.9%,7.3%,0.41,23,4,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/61365112.html>Okada Takahiro</a>,4,9,8,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0.125,0.222,0.125,0.347,9,0.000,0.200,44.4%,33.3%,11.1%,0.33,36,3,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/41745157.html>Saito Kyosuke</a>,8,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,19,1,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/91995130.html>Sano Kodai</a>,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,-102,0.000,0.000,0.0%,0.0%,0.0%,,27,8,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/51055151.html>Satoh Kazuma</a>,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,50.0%,50.0%,0.0%,0.00,23,1,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/61965132.html>Sugimoto Yutaro</a>,82,239,219,17,51,7,0,11,91,27,1,0,0,1,56,15,1,4,5,0.233,0.293,0.416,0.709,119,0.183,0.261,34.3%,23.4%,6.3%,0.27,33,9,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/61965157.html>Sugisawa Ryu</a>,28,21,19,0,1,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0.053,0.053,0.053,0.106,-68,0.000,0.077,28.6%,28.6%,0.0%,0.00,24,8,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/41045136.html>Tajima Daiki</a>,21,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,33.3%,33.3%,0.0%,0.00,27,1,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/61065159.html>Takashima Taito</a>,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,24,1,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/53955159.html>Thomas Cody</a>,10,18,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,38.9%,38.9%,0.0%,0.00,29,DH,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/81085138.html>Tongu Yuma</a>,81,290,249,17,49,7,1,7,79,30,0,0,0,2,57,32,1,7,8,0.197,0.303,0.317,0.620,94,0.120,0.225,33.1%,19.7%,11.0%,0.56,27,3,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/41645139.html>Wakatsuki Kenya</a>,96,299,264,13,53,9,1,3,73,18,0,1,19,3,59,10,2,3,8,0.201,0.236,0.277,0.513,59,0.076,0.244,24.1%,19.7%,3.3%,0.17,28,2,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/63565155.html>Watanabe Haruto</a>,65,81,66,6,12,2,0,0,14,7,4,5,8,0,10,6,0,1,0,0.182,0.260,0.212,0.472,48,0.030,0.214,19.8%,12.3%,7.4%,0.60,24,8,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/13115136.html>Yamaashi Tatsuya</a>,43,18,15,5,2,0,0,0,2,0,2,0,0,0,3,3,1,0,0,0.133,0.278,0.133,0.411,31,0.000,0.167,33.3%,16.7%,16.7%,1.00,30,4,R,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/83385159.html>Yokoyama Seiya</a>,12,40,40,2,6,1,0,0,7,0,0,0,0,0,16,0,0,0,1,0.150,0.150,0.175,0.325,0,0.025,0.250,40.0%,40.0%,0.0%,0.00,18,5,L,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/71275132.html>Chatani Kenta</a>,88,76,72,5,12,1,0,0,13,4,0,0,2,1,18,1,0,0,1,0.167,0.176,0.181,0.357,11,0.014,0.218,25.0%,23.7%,1.3%,0.06,26,3,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/41645136.html>Fujioka Yudai</a>,90,369,312,31,80,13,1,5,110,29,0,0,7,2,58,46,1,2,4,0.256,0.354,0.353,0.707,116,0.097,0.299,29.5%,15.7%,12.5%,0.79,30,4,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/31635138.html>Fujiwara Kyota</a>,74,264,231,30,67,8,4,2,89,21,4,1,3,2,39,25,0,3,2,0.290,0.364,0.385,0.749,129,0.095,0.339,25.0%,14.8%,9.5%,0.64,24,9,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/21125155.html>Ikeda Raito</a>,21,46,45,2,5,2,0,0,7,1,0,0,0,0,7,1,0,0,2,0.111,0.130,0.156,0.286,-12,0.045,0.132,17.4%,15.2%,2.2%,0.14,24,4,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/01105135.html>Ishikawa Shingo</a>,33,93,90,2,19,3,0,1,25,5,0,0,0,0,19,3,0,0,3,0.211,0.237,0.278,0.515,58,0.067,0.257,24.7%,20.4%,3.2%,0.16,31,DH,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/21525132.html>Kakinuma Tomoya</a>,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,66.7%,66.7%,0.0%,0.00,31,2,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/41545114.html>Kakunaka Katsuya</a>,84,217,189,21,53,12,2,3,78,20,0,0,1,2,37,24,1,1,4,0.280,0.361,0.413,0.774,136,0.133,0.331,29.5%,17.1%,11.1%,0.65,37,7,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/53155155.html>Matsukawa Kou</a>,2,4,4,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.250,0.250,0.250,0.500,54,0.000,1.000,75.0%,75.0%,0.0%,0.00,20,2,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/33935134.html>Mercedes CC</a>,21,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,50.0%,50.0%,0.0%,0.00,30,1,S,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/01605133.html>Mima Manabu</a>,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,0.0%,0.0%,0.0%,,37,1,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/51455130.html>Nakamura Shogo</a>,120,433,376,36,88,18,0,4,118,27,2,2,11,0,75,41,0,5,15,0.234,0.318,0.314,0.632,94,0.080,0.283,27.7%,17.3%,9.5%,0.55,32,5,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/01205118.html>Nishino Yuji</a>,20,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,100.0%,0.0%,0.00,33,1,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/11715153.html>Ogawa Ryusei</a>,119,313,261,33,63,2,0,0,65,21,10,1,20,2,52,30,1,0,2,0.241,0.317,0.249,0.566,75,0.008,0.299,26.2%,16.6%,9.6%,0.58,26,4,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/71575131.html>Ogino Takashi</a>,80,213,197,25,55,6,1,1,66,15,0,0,4,0,15,10,1,2,6,0.279,0.321,0.335,0.656,100,0.056,0.298,12.2%,7.0%,4.7%,0.67,38,7,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/91595151.html>Ohshita Seiichiro</a>,22,22,20,1,3,1,0,0,4,1,0,0,1,0,4,1,0,0,0,0.150,0.190,0.200,0.390,20,0.050,0.188,22.7%,18.2%,4.5%,0.25,26,3,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/11515138.html>Ojima Kazuya</a>,25,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,50.0%,50.0%,0.0%,0.00,27,1,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/11515139.html>Oka Hiromi</a>,103,420,362,52,104,28,2,7,157,33,11,3,4,3,64,44,6,7,9,0.287,0.373,0.434,0.807,145,0.147,0.330,27.4%,15.2%,10.5%,0.69,32,8,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/63065155.html>Polanco Gregory</a>,118,468,416,47,101,21,0,23,191,60,0,0,0,4,86,46,2,2,5,0.243,0.318,0.459,0.777,135,0.216,0.251,33.1%,18.4%,9.8%,0.53,32,DH,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/31035151.html>Sasaki Roki</a>,18,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,66.7%,66.7%,0.0%,0.00,22,1,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/71075151.html>Satoh Toshiya</a>,116,452,410,41,114,20,0,5,149,45,4,1,4,6,51,29,2,3,10,0.278,0.326,0.363,0.689,110,0.085,0.303,18.8%,11.3%,6.4%,0.57,26,2,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/01905134.html>Sawada Keisuke</a>,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,100.0%,0.0%,0.00,30,1,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/03505136.html>Soto Neftali</a>,132,542,491,43,132,22,2,21,221,88,0,0,0,4,136,42,2,5,19,0.269,0.330,0.450,0.780,137,0.181,0.328,36.7%,25.1%,7.7%,0.31,35,3,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/11215151.html>Takabe Akito</a>,76,287,260,37,78,12,3,1,99,23,10,4,5,2,43,19,2,1,3,0.300,0.348,0.381,0.729,122,0.081,0.353,22.0%,15.0%,6.6%,0.44,26,8,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/31535132.html>Takeda Aito</a>,52,76,69,4,13,2,0,0,15,3,0,0,2,0,14,4,0,1,3,0.188,0.243,0.217,0.460,42,0.029,0.236,23.7%,18.4%,5.3%,0.29,27,9,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/41945137.html>Tamura Tatsuhiro</a>,51,160,140,11,28,10,0,0,38,14,0,0,4,2,27,14,0,0,2,0.200,0.269,0.271,0.540,65,0.071,0.243,25.6%,16.9%,8.8%,0.52,30,2,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/71275134.html>Taneichi Atsuki</a>,23,5,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,80.0%,80.0%,0.0%,0.00,25,1,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/51455159.html>Terachi Ryusei</a>,2,7,7,0,1,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0.143,0.143,0.286,0.429,29,0.143,0.333,57.1%,57.1%,0.0%,0.00,18,DH,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/71275157.html>Tomosugi Atsuki</a>,125,393,355,33,73,10,0,0,83,15,11,2,19,2,52,17,0,0,5,0.206,0.241,0.234,0.475,46,0.028,0.239,17.6%,13.2%,4.3%,0.33,23,6,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/71375159.html>Ueda Kyuto</a>,21,64,58,3,15,3,0,0,18,7,0,0,1,1,9,2,0,2,0,0.259,0.302,0.310,0.612,88,0.051,0.300,17.2%,14.1%,3.1%,0.22,22,3,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/33335136.html>Wada Koshiro</a>,88,71,60,12,9,0,0,0,9,8,11,0,3,1,13,6,0,1,0,0.150,0.235,0.150,0.385,20,0.000,0.188,26.8%,18.3%,8.5%,0.46,25,8,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/91895138.html>Yamaguchi Koki</a>,51,181,170,10,34,8,0,2,48,13,1,0,0,0,30,10,0,1,6,0.200,0.249,0.282,0.531,62,0.082,0.232,23.2%,16.6%,5.5%,0.33,23,9,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/33535153.html>Yamamoto Daito</a>,5,19,18,0,2,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0.111,0.158,0.167,0.325,1,0.056,0.143,26.3%,21.1%,5.3%,0.25,21,7,R,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/81885136.html>Yasuda Hisanori</a>,55,174,158,14,36,13,0,0,49,15,0,0,0,3,48,13,0,0,4,0.228,0.282,0.310,0.592,81,0.082,0.319,35.1%,27.6%,7.5%,0.27,25,5,L,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
